subject	trial_type	block_name	sequence_name	route_num	trial_num	component_label	concept_label	concept_exemplar	onset	duration	type_of_stimulus	trigger_value	trigger_onset	trigger_delay	response_time	press_onset_est	response	response_meaning	expected_response	correct	distance_correct
3	instruction	n/a	n/a	n/a	n/a	instruction_part1	n/a	n/a	0.02970889996504411	3.1841132000554353	instruction_text	255	0.02973130001919344	2.2400054149329662e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	exp_start	n/a	n/a	0.02973130001919344	0.0	trigger	255	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	current_image	lamp/lamp_01.jpg	lamp/lamp_01.jpg	147.24797739996575	1.9044027000200003	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	corr_next_image	key/key_01.jpg	key/key_01.jpg	147.24797739996575	1.904413000040222	image	15	147.2480813000002	0.00010390003444626927	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	distractor 01 (close)	bicycle/bicycle_06.jpg	bicycle/bicycle_06.jpg	147.24797739996575	1.9044227000558749	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	distractor 02 (far)	bread/bread_29.jpg	bread/bread_29.jpg	147.24797739996575	1.9044309000018984	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	147.2480813000002	0.0	trigger	15	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	n/a	n/a	n/a	149.03662769997027	0.0	choice	n/a	n/a	n/a	1.9009583999868482	149.1489357999526	g	left	right	0	n/a
3	n/a	1.0	A	1	1	image_selected	n/a	n/a	149.03667140001198	0.0	trigger	51	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	1	correct_moving	n/a	n/a	149.59812719997717	0.9867288999957964	feedback	52	149.59826280002017	0.00013560004299506545	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	149.59826280002017	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	current_image	key/key_01.jpg	key/key_01.jpg	150.85239899996668	0.2664415000472218	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	corr_next_image	hand/hand_16.jpg	hand/hand_16.jpg	150.85239899996668	0.26644910004688427	image	8	150.85246009996627	6.10999995842576e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	distractor 01 (close)	flower/flower_17.jpg	flower/flower_17.jpg	150.85239899996668	0.2664539000252262	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	distractor 02 (far)	chair/chair_11.jpg	chair/chair_11.jpg	150.85239899996668	0.2664587000035681	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	150.85246009996627	0.0	trigger	8	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	n/a	n/a	n/a	151.00408980000066	0.0	choice	n/a	n/a	n/a	0.17739039997104555	151.02978939993773	r	center	right	0	n/a
3	n/a	1.0	A	1	2	image_selected	n/a	n/a	151.00412789999973	0.0	trigger	51	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	2	correct_moving	n/a	n/a	151.34866469999542	0.9864059999817982	feedback	52	151.3487419000012	7.720000576227903e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	151.3487419000012	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	3	current_image	hand/hand_16.jpg	hand/hand_16.jpg	152.65509850002127	4.714520899986383	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	3	corr_next_image	ball/ball_11.jpg	ball/ball_11.jpg	152.65509850002127	4.71453019999899	image	1	152.6551742000156	7.569999434053898e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	3	distractor 01 (close)	dog/dog_49.jpg	dog/dog_49.jpg	152.65509850002127	4.714537099993322	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	3	distractor 02 (far)	house/house_35.jpg	house/house_35.jpg	152.65509850002127	4.714543599984609	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	152.6551742000156	0.0	trigger	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	3	correct_moving	n/a	n/a	157.65420910000103	0.9803272999706678	feedback	52	157.65433190000476	0.00012280000373721123	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	157.65433190000476	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	4	current_image	ball/ball_11.jpg	ball/ball_11.jpg	159.4955340999877	4.692012200015597	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	4	corr_next_image	dog/dog_49.jpg	dog/dog_49.jpg	159.4955340999877	4.692020100017544	image	5	159.4956398999784	0.00010579999070614576	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	4	distractor 01 (close)	jacket/jacket_44.jpg	jacket/jacket_44.jpg	159.4955340999877	4.69202519999817	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	4	distractor 02 (far)	phone/phone_01.jpg	phone/phone_01.jpg	159.4955340999877	4.6920300999772735	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	159.4956398999784	0.0	trigger	5	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	4	correct_moving	n/a	n/a	164.50681240000995	0.9909428000100888	feedback	52	164.5069336000015	0.00012119999155402184	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	164.5069336000015	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	5	current_image	dog/dog_49.jpg	dog/dog_49.jpg	166.25032559997635	4.780540200008545	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	5	corr_next_image	flower/flower_17.jpg	flower/flower_17.jpg	166.25032559997635	4.780547600006685	image	6	166.25039549998473	6.990000838413835e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	5	distractor 01 (close)	bread/bread_29.jpg	bread/bread_29.jpg	166.25032559997635	4.780552500043996	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	5	distractor 02 (far)	hammer/hammer_16.jpg	hammer/hammer_16.jpg	166.25032559997635	4.78055680001853	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	166.25039549998473	0.0	trigger	6	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	5	correct_moving	n/a	n/a	171.23337919998448	0.978479299985338	feedback	52	171.23346680001123	8.760002674534917e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	171.23346680001123	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	6	current_image	flower/flower_17.jpg	flower/flower_17.jpg	172.9126296999748	4.816415600012988	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	6	corr_next_image	jacket/jacket_44.jpg	jacket/jacket_44.jpg	172.9126296999748	4.816425200027879	image	10	172.91271070000948	8.100003469735384e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	6	distractor 01 (close)	chair/chair_11.jpg	chair/chair_11.jpg	172.9126296999748	4.816432300023735	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	6	distractor 02 (far)	pencil/pencil_01.jpg	pencil/pencil_01.jpg	172.9126296999748	4.816439300018828	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	172.91271070000948	0.0	trigger	10	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	6	correct_moving	n/a	n/a	177.88981859997148	0.9881927000242285	feedback	52	177.88989519997267	7.660000119358301e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	177.88989519997267	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	7	current_image	jacket/jacket_44.jpg	jacket/jacket_44.jpg	179.63144159998046	4.795808900031261	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	7	corr_next_image	bicycle/bicycle_06.jpg	bicycle/bicycle_06.jpg	179.63144159998046	4.795819699997082	image	2	179.63149569998495	5.4100004490464926e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	7	distractor 01 (close)	hand/hand_16.jpg	hand/hand_16.jpg	179.63144159998046	4.795826699992176	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	7	distractor 02 (far)	dog/dog_49.jpg	dog/dog_49.jpg	179.63144159998046	4.795833799988031	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	choice_display	n/a	n/a	179.63149569998495	0.0	trigger	2	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	7	correct_moving	n/a	n/a	184.6458008000045	0.9779768000007607	feedback	52	184.6458804999711	7.969996659085155e-05	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	n/a	n/a	n/a	n/a	n/a	feedback	n/a	n/a	184.6458804999711	0.0	trigger	52	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	8	current_image	bicycle/bicycle_06.jpg	bicycle/bicycle_06.jpg	186.59407310001552	4.565685099980328	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	8	corr_next_image	chair/chair_11.jpg	chair/chair_11.jpg	186.59407310001552	4.565692399977706	image	4	186.59417409996968	0.00010099995415657759	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	8	distractor 01 (close)	key/key_01.jpg	key/key_01.jpg	186.59407310001552	4.565697099955287	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
3	learn	1.0	A	1	8	distractor 02 (far)	ball/ball_11.jpg	ball/ball_11.jpg	186.59407310001552	4.565701799991075	image	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
