subject	trial_type	block_name	sequence_name	route_num	trial_num	component_label	concept_label	concept_exemplar	onset	duration	type_of_stimulus	response_time	response	response_meaning	expected_response	correct	distance_correct
n/a	instruction	n/a	n/a	n/a	n/a	instruction_part1	n/a	n/a	0.040618899976834655	3.0354278999730013	instruction_text	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	current_image	car/car_36.jpg	car/car_36.jpg	154.62167539994698	4.9069161000079475	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	corr_next_image	fish/fish_19.jpg	fish/fish_19.jpg	154.62167539994698	4.906920500041451	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	distractor 01 (close)	flower/flower_07.jpg	flower/flower_07.jpg	154.62167539994698	4.906924000009894	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	distractor 02 (far)	hand/hand_38.jpg	hand/hand_38.jpg	154.62167539994698	4.906927000032738	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	n/a	n/a	n/a	159.52860989997862	0.0	choice	[]	m	n/a	right	n/a	n/a
n/a	learn	1.0	A	1	1	correct_moving	n/a	n/a	159.6228468999616	0.9545742000336759	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	current_image	fish/fish_19.jpg	fish/fish_19.jpg	161.19723939994583	4.881966900022235	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	corr_next_image	ball/ball_37.jpg	ball/ball_37.jpg	161.19723939994583	4.8819719000021	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	distractor 01 (close)	bread/bread_04.jpg	bread/bread_04.jpg	161.19723939994583	4.881975600030273	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	distractor 02 (far)	jacket/jacket_29.jpg	jacket/jacket_29.jpg	161.19723939994583	4.881978899997193	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	n/a	n/a	n/a	166.07922599994345	0.0	choice	[]	m	n/a	right	n/a	n/a
n/a	learn	1.0	A	1	2	correct_moving	n/a	n/a	166.19457879994297	0.9470210000290535	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	current_image	ball/ball_37.jpg	ball/ball_37.jpg	167.72734629997285	4.931867500010412	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	corr_next_image	house/house_30.jpg	house/house_30.jpg	167.72734629997285	4.9318734999978915	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	distractor 01 (close)	hammer/hammer_35.jpg	hammer/hammer_35.jpg	167.72734629997285	4.931878599978518	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	distractor 02 (far)	guitar/guitar_22.jpg	guitar/guitar_22.jpg	167.72734629997285	4.93188360001659	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	n/a	n/a	n/a	172.65924099995755	0.0	choice	[]	m	n/a	center	n/a	n/a
