ITI.started,ITI.stopped,ITI_length,ITI_prc.started,ITI_prc.stopped,block,break_3.started,break_3.stopped,concept,concept_num,concept_num_word,continue_button.duration,continue_button.keys,continue_button.rt,continue_button.started,continue_button_3.duration,continue_button_3.keys,continue_button_3.rt,continue_button_3.started,continue_button_4.duration,continue_button_4.keys,continue_button_4.rt,continue_button_4.started,continue_button_6.duration,continue_button_6.keys,continue_button_6.rt,continue_button_6.started,continue_button_8.duration,continue_button_8.keys,continue_button_8.rt,continue_button_8.started,continue_button_9.duration,continue_button_9.keys,continue_button_9.rt,continue_button_9.started,continue_button_break.keys,correct_response,date,exemplar_num,expName,expStart,expVersion,fix_cross.started,fix_cross.stopped,fix_cross_2.started,fix_cross_2.stopped,fix_cross_2_prc.started,fix_cross_2_prc.stopped,fix_cross_prc.started,frameRate,image.started,image.stopped,image_prc.started,image_prc.stopped,image_pres.started,image_pres.stopped,image_pres_prc.started,image_pres_prc.stopped,image_shown,instruction_part1.started,instruction_part2.started,instruction_part3.started,instruction_part4.started,instruction_startexp.started,instruction_startexp_2.started,instructions.started,instructions.stopped,instructions_02.started,instructions_02.stopped,instructions_03.started,instructions_03.stopped,instructions_04.started,instructions_04.stopped,instructions_startexp.started,instructions_startexp.stopped,instructions_startexp_02.started,instructions_startexp_02.stopped,is_mismatch,is_prompt,key_resp.keys,key_resp.started,key_resp_prc.keys,key_resp_prc.started,key_resp_prc.stopped,match_idx,nonmatch_pres_side,notes,participant,psychopyVersion,settings.started,settings.stopped,sound_pres.started,sound_pres.stopped,sound_pres_prc.started,sound_pres_prc.stopped,spoken_word.started,spoken_word.stopped,spoken_word_prc.started,spoken_word_prc.stopped,thisN,thisRepN,thisRow.t,thisTrialN,trial_in_block,trials.continue_button_break.keys,trials.key_resp.keys,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN,trials_practice.key_resp_prc.keys,trials_practice.thisIndex,trials_practice.thisN,trials_practice.thisRepN,trials_practice.thisTrialN,word_shown_english,word_shown_french,word_shown_german,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,,,,60.10511182926164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025.2.4,0.011506700015161186,0.011575500015169382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.12777580000692979,g,4.724659799947403,0.055912200012244284,,,,,,,,,,,,,,,,,,,,,,,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,,,,60.10511182926164,,,,,,,,,,0.055912200012244284,,,,,,0.04076940001687035,4.913058000034653,,,,,,,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.10375760000897571,g,0.29921219998504966,4.929471100040246,,,,,,,,,,,,,,,,,,,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,,,,60.10511182926164,,,,,,,,,,,4.929471100040246,,,,,,,4.918755299993791,5.349060400039889,,,,,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.11246589996153489,g,0.38216650002868846,5.366238000045996,,,,,,,,,,,,,,,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,,,,60.10511182926164,,,,,,,,,,,,5.366238000045996,,,,,,,,5.358213100000285,5.864718600001652,,,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10358840000117198,g,0.3318698999937624,5.880933700012974,,,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,,,,60.10511182926164,,,,,,,,,,,,,5.880933700012974,,,,,,,,,5.871919900004286,6.330691700044554,,,,,,,,,,,,,,,0,2025.2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.75,8.835715399996843,9.59654410002986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,8.850813700002618,9.64031630003592,7.16156909998972,60.10511182926164,,,6.382433100021444,7.16156909998972,,,6.369751800026279,7.129385000036564,anchor.jpg,,,,,,,,,,,,,,,,,,,,,,,None,7.16156909998972,8.669162400008645,1,right,,0,2025.2.4,,,,,7.155964800040238,8.835658800031524,,,7.162579633361505,8.129371299990453,0,0,2026-07-20_18:15:10.675682,0,,,,,,,,None,0,0,0,0,anchor,ancre,Anker,
,,0.89,12.100757500040345,12.996565400040708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,12.117316999996547,13.033366399991792,10.418540799990296,60.10511182926164,,,9.64031630003592,10.418540799990296,,,9.630448600044474,10.38575790001778,ant.jpg,,,,,,,,,,,,,,,,,,,,,,,None,10.418540799990296,11.93400330003351,1,left,,0,2025.2.4,,,,,10.408726299996488,12.100705299992114,,,10.418870333357095,11.20508929999778,1,0,2026-07-20_18:15:13.933565,1,,,,,,,,None,1,1,0,1,ant,fourmi,Ameise,
,,0.85,15.480258600029629,16.329793800017796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,15.49621670000488,16.368170600035228,13.807121700025164,60.10511182926164,,,13.033366399991792,13.807121700025164,,,13.025448600004893,13.779725900036283,axe.jpg,,,,,,,,,,,,,,,,,,,,,,,None,13.807121700025164,15.313289200013969,0,left,,0,2025.2.4,,,,,13.801235200022347,15.480195600015577,,,13.812913533366132,14.763138700043783,2,0,2026-07-20_18:15:17.326615,2,,,,,,,,None,2,2,0,2,horse,cheval,Pferd,
,,1.01,18.83058660000097,19.84665700001642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,18.846511500014458,19.886995700013358,17.137465700041503,60.10511182926164,,,16.368170600035228,17.137465700041503,,,16.360874900012277,17.11329350003507,bus.jpg,,,,,,,,,,,,,,,,,,,,,,,None,17.137465700041503,18.646332300035283,1,right,,0,2025.2.4,,,,,17.132654000015464,18.83051970001543,,,17.146469033330987,18.113199900020845,3,0,2026-07-20_18:15:20.661419,3,,,,,,,,None,3,3,0,3,bus,bus,Bus,
,,1.04,22.34672650002176,23.39633270003833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,22.36322380002821,23.432093899988104,20.654893100028858,60.10511182926164,,,19.886995700013358,20.654893100028858,,,19.879489900020417,20.6302625000244,ball.jpg,,,,,,,,,,,,,,,,,,,,,,,None,20.654893100028858,22.16381400002865,0,right,,0,2025.2.4,,,,,20.649367600039113,22.346672300016508,,,20.663475333371508,21.614553300023545,4,0,2026-07-20_18:15:24.180244,4,,,,,,,,None,4,4,0,4,face,visage,Gesicht,
,,0.99,25.913655899988953,26.913991200039163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,25.929653600032907,26.948284500045702,24.20307240000693,60.10511182926164,,,23.432093899988104,24.20307240000693,,,23.424179600027855,24.179769700043835,banana.jpg,,,,,,,,,,,,,,,,,,,,,,,None,24.20307240000693,25.71348900004523,1,right,,0,2025.2.4,,,,,24.19768290000502,25.913592100027017,,,24.212994033362094,25.16368880000664,5,0,2026-07-20_18:15:27.725343,5,,,,,,,,None,5,5,0,5,banana,banane,Banane,
,,0.79,29.41324900003383,30.21331260004081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,2026-07-20_18h15.02.978,,TSRlearn_localizer-concepts,2026-07-20 18h15.04.303248 +0200,,,,,,29.429676300031133,30.256734199996572,27.7242838999955,60.10511182926164,,,26.948284500045702,27.7242838999955,,,26.940826800011564,27.697013200027868,glasses.jpg,,,,,,,,,,,,,,,,,,,,,,,None,27.7242838999955,29.230621900002006,1,left,,0,2025.2.4,,,,,27.71855400002096,29.413186700025108,,,27.730143433328095,28.71311940002488,6,0,2026-07-20_18:15:31.241533,6,,,,,,,,None,6,6,0,6,glasses,lunettes,Brille,
