subject	trial_type	block_name	sequence_name	route_num	trial_num	component_label	concept_label	concept_exemplar	onset	duration	type_of_stimulus	response_time	response	response_meaning	expected_response	correct	distance_correct
n/a	instruction	n/a	n/a	n/a	n/a	instruction_part1	n/a	n/a	0.045411700004478917	3.384467500000028	instruction_text	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	current_image	car/car_36.jpg	car/car_36.jpg	93.89307459999691	0.19143279999843799	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	corr_next_image	fish/fish_19.jpg	fish/fish_19.jpg	93.89307459999691	0.19143740000436082	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	distractor 01 (close)	flower/flower_07.jpg	flower/flower_07.jpg	93.89307459999691	0.19144070000038482	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	distractor 02 (far)	hand/hand_38.jpg	hand/hand_38.jpg	93.89307459999691	0.19144379999488592	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	1	n/a	n/a	n/a	94.08452570000372	0.0	choice	0.09580559999449179	b	target	right	True	n/a
n/a	learn	1.0	A	1	1	correct_moving	n/a	n/a	94.16186490000109	0.9557802999916021	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	current_image	fish/fish_19.jpg	fish/fish_19.jpg	95.23759669999708	0.6963784999970812	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	corr_next_image	ball/ball_37.jpg	ball/ball_37.jpg	95.23759669999708	0.6963835000060499	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	distractor 01 (close)	bread/bread_04.jpg	bread/bread_04.jpg	95.23759669999708	0.6963873000058811	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	distractor 02 (far)	jacket/jacket_29.jpg	jacket/jacket_29.jpg	95.23759669999708	0.696390800003428	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	2	n/a	n/a	n/a	95.93399489999865	0.0	choice	0.6016388999996707	b	target	right	True	n/a
n/a	learn	1.0	A	1	2	correct_moving	n/a	n/a	96.01909509999678	0.9478916000080062	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	current_image	ball/ball_37.jpg	ball/ball_37.jpg	97.05274410000129	0.3983903999906033	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	corr_next_image	house/house_30.jpg	house/house_30.jpg	97.05274410000129	0.39839499999652617	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	distractor 01 (close)	hammer/hammer_35.jpg	hammer/hammer_35.jpg	97.05274410000129	0.3983983999933116	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	distractor 02 (far)	guitar/guitar_22.jpg	guitar/guitar_22.jpg	97.05274410000129	0.39840150000236463	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	3	n/a	n/a	n/a	97.45115259999875	0.0	choice	0.28411160000541713	g	distractor_01	center	False	n/a
n/a	learn	1.0	A	1	3	correct_moving	n/a	n/a	97.53676459999406	0.9810011000081431	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	current_image	house/house_30.jpg	house/house_30.jpg	98.64433609999833	4.890498499997193	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	corr_next_image	bread/bread_04.jpg	bread/bread_04.jpg	98.64433609999833	4.890503699993133	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	distractor 01 (close)	bicycle/bicycle_49.jpg	bicycle/bicycle_49.jpg	98.64433609999833	4.890507599993725	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	distractor 02 (far)	chair/chair_21.jpg	chair/chair_21.jpg	98.64433609999833	4.890510700002778	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	4	n/a	n/a	n/a	103.53485409999848	0.0	choice	[]	m	n/a	center	n/a	n/a
n/a	learn	1.0	A	1	4	correct_moving	n/a	n/a	103.66051940000034	0.9878184999979567	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	5	current_image	bread/bread_04.jpg	bread/bread_04.jpg	105.33821739999985	4.827185699992697	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	5	corr_next_image	bicycle/bicycle_49.jpg	bicycle/bicycle_49.jpg	105.33821739999985	4.827192400000058	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	5	distractor 01 (close)	dog/dog_36.jpg	dog/dog_36.jpg	105.33821739999985	4.827197699996759	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	5	distractor 02 (far)	key/key_28.jpg	key/key_28.jpg	105.33821739999985	4.827202799991937	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	5	n/a	n/a	n/a	110.16542970000592	0.0	choice	[]	m	n/a	left	n/a	n/a
n/a	learn	1.0	A	1	5	correct_moving	n/a	n/a	110.33178379999299	0.9474111000017729	feedback	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	6	current_image	bicycle/bicycle_49.jpg	bicycle/bicycle_49.jpg	111.90520749999268	4.8910490999987815	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	6	corr_next_image	flower/flower_07.jpg	flower/flower_07.jpg	111.90520749999268	4.8910555000038585	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	6	distractor 01 (close)	hand/hand_38.jpg	hand/hand_38.jpg	111.90520749999268	4.8910608000005595	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	6	distractor 02 (far)	fish/fish_19.jpg	fish/fish_19.jpg	111.90520749999268	4.891066000011051	image	n/a	n/a	n/a	n/a	n/a	n/a
n/a	learn	1.0	A	1	6	n/a	n/a	n/a	116.79628290000255	0.0	choice	[]	m	n/a	center	n/a	n/a
n/a	learn	1.0	A	1	6	correct_moving	n/a	n/a	116.90285070000391	0.9910212999966461	feedback	n/a	n/a	n/a	n/a	n/a	n/a
